id,column_1,column_2,column_3
246,17.42,14.73,B
247,12.89,49.08,A
248,-5.95,21.9,B
249,-8.08,13.59,B
250,30.01,19.87,B
251,29.18,8.97,C
252,15.75,21.29,B
253,13.07,4.08,A
254,19.24,16.97,A
255,14.6,7.86,A
256,14.74,11.51,C
257,2.47,14.74,A
258,17.57,14.39,A
259,28.92,19.51,C
260,7.32,4.29,B
261,14.85,15.41,C
262,11.64,6.33,A
263,6.27,2.29,A
264,9.33,3.25,A
265,8.4,15.6,B
266,4.5,-3.65,B
267,-1.32,-16.54,A
268,2.92,6.9,A
269,15.94,17.78,A
270,-7.71,7.33,A
271,10.06,28.19,C
272,4.94,38.04,A
273,12.6,9.8,A
274,14.25,-8.66,A
275,14.66,11.72,C
276,15.13,5.42,B
277,10.77,31.75,C
278,21.46,16.77,B
279,-17.13,13.04,C
280,9.03,-5.75,A
281,11.46,3.6,B
282,32.47,-0.38,B
283,7.58,9.53,C
284,14.37,10.1,A
285,-0.72,12.86,A
286,7.65,8.64,A
287,18.83,12.37,B
288,5.09,14.97,B
289,22.31,14.28,C
290,8.31,19.04,B
291,5.47,9.64,B
292,-1.66,19.55,B
293,10.57,13.84,A
294,28.32,8.94,B
295,10.35,15.71,A
296,6.91,4.92,C
297,17.27,6.67,A
298,15.89,0.81,B
299,12.69,2.65,A
300,-7.8,-1.77,A
301,1.92,21.37,C
302,8.6,0.75,B
303,3.83,17.16,B
304,-1.83,-0.12,B
305,14.03,9.77,B
306,6.18,4.16,C
307,22.49,-5.54,B
308,16.62,24.35,C
309,-1.38,5.86,C
310,11.49,-1.87,A
311,14.69,16.92,A
312,3.05,20.06,A
313,-5.46,-2.29,B
314,12.69,15.18,C
315,10.27,20.07,B
316,15.95,14.13,A
317,25.34,1.35,A
318,2.45,12.07,C
319,9.75,-2.37,A
320,8.36,2.26,A
321,15.37,1.35,C
322,10.23,5.26,A
323,18.23,-1.24,C
324,-5.48,25.25,C
325,5.23,1.05,C
326,11.98,10.34,C
327,30.22,10.39,B
328,1.55,13.04,A
329,17.04,20.76,A
330,16.79,14.54,C
331,17.26,17.61,A
332,17.86,6.82,C
333,1.16,21.54,B
334,-14.51,21.59,C
335,19.74,8.78,A
336,-0.57,18.58,B
337,19.79,16.29,A
338,2.73,1.93,A
339,15.3,8.12,B
340,-2.37,8.0,B
341,8.94,2.64,B
342,14.92,22.37,A
343,0.29,22.42,A
344,9.59,24.59,B
345,13.08,8.43,A
346,16.01,26.47,B
347,4.77,-5.43,B
348,11.75,13.64,C
349,2.37,5.33,C
350,-1.37,18.72,C
351,3.86,4.89,C
352,14.74,14.47,B
353,15.0,5.66,B
354,-5.09,-8.23,B
355,7.23,11.96,C
356,20.44,21.63,B
357,11.6,7.58,A
358,8.87,-8.79,C
359,-2.17,-20.15,B
360,22.22,-3.88,C
361,30.17,18.18,C
362,2.71,5.58,B
363,21.99,-3.36,A
364,7.02,14.13,C
365,5.12,8.4,C
366,17.04,-12.04,C
367,14.73,8.77,B
368,19.17,-1.58,B
369,27.35,7.7,B
370,9.01,10.88,A
371,18.84,8.2,C
372,19.02,9.74,B
373,17.18,3.01,C
374,5.84,10.44,C
375,10.38,3.48,A
376,-6.9,9.96,C
377,-2.85,5.85,A
378,29.92,6.49,B
379,31.18,18.63,B
380,13.85,16.84,A
381,26.69,10.16,C
382,6.41,0.78,A
383,-0.53,0.6,A
384,13.82,-0.74,C
385,4.92,18.19,C
386,6.53,13.8,A
387,8.94,-9.88,B
388,-14.87,24.66,B
389,9.71,6.16,C
390,4.63,1.0,B
391,3.51,16.27,B
392,7.53,19.55,C
393,-8.62,-2.81,C
394,8.79,10.45,A
395,13.86,4.92,A
396,0.92,0.44,C
397,8.51,10.19,C
398,-1.54,24.48,B
399,-0.18,25.52,A
400,15.02,13.95,A
401,-8.75,18.91,C
402,2.86,18.57,B
403,16.91,12.13,B
404,17.16,26.42,B
405,-7.72,12.79,B
406,12.71,28.34,A
407,-4.32,-13.51,C
408,16.73,8.18,B
409,-0.14,-5.17,A
410,21.05,-0.31,B
411,7.62,12.26,C
412,16.61,10.34,C
413,9.91,4.94,B
414,20.91,18.08,C
415,7.69,20.23,C
416,15.38,34.25,C
417,-6.41,1.43,A
418,11.01,22.13,A
419,28.46,3.96,B
420,29.17,5.66,A
421,17.07,15.94,C
422,23.46,4.89,B
423,5.89,15.02,B
424,13.3,15.0,B
425,16.67,21.75,B
426,-3.55,8.97,C
427,9.61,13.31,B
428,7.9,21.04,C
429,2.87,8.45,C
430,-11.18,-11.68,A
431,-0.09,15.77,C
432,9.32,10.53,A
433,-14.22,4.11,C
434,9.5,22.38,A
435,13.61,10.17,B
436,-9.79,11.49,C
437,30.09,4.4,B
438,4.38,5.4,A
439,20.91,10.29,C
440,7.18,-6.9,C
441,7.35,-12.81,A
442,13.4,6.92,C
443,11.62,23.05,A
444,15.83,7.25,B
445,28.4,-3.02,B
446,12.7,13.88,A
447,29.91,-0.32,C
448,0.56,16.83,C
449,-9.39,10.15,A
450,15.14,18.51,A
451,-1.57,14.36,B
452,-2.75,9.77,C
453,7.31,15.81,A
454,18.71,21.23,C
455,12.5,14.31,B
456,3.48,6.35,C
457,6.68,14.69,C
458,-8.57,18.28,C
459,9.09,11.08,A
460,5.87,-5.48,A
461,11.11,17.31,B
462,28.48,8.56,B
463,14.61,-14.45,C
464,-14.79,12.46,A
465,10.04,10.92,A
466,37.16,10.1,B
467,20.06,6.15,C
468,19.44,14.94,C
469,-1.46,5.57,A
470,23.05,3.98,B
471,-7.33,28.58,C
472,21.43,11.21,A
473,23.06,18.81,A
474,15.53,14.5,B
475,4.4,6.61,B
476,6.66,15.38,B
477,13.7,-0.96,B
478,9.65,6.37,C
479,0.24,11.46,C
480,-15.02,12.41,C
481,8.16,0.14,B
482,17.09,18.52,C
483,29.6,-6.8,C
484,7.04,5.24,B
485,29.57,-1.8,B
486,-0.74,19.39,B
487,-4.07,19.27,C
488,14.7,21.01,A
489,11.59,-0.57,C
490,5.52,1.91,C
491,10.74,0.35,A
492,18.46,5.75,B
493,6.51,12.85,B
494,12.18,12.09,A
495,11.57,2.67,C
496,23.88,26.39,B
497,2.99,15.39,C
498,6.77,12.52,C
499,11.96,15.02,A
500,19.41,9.0,C
501,-2.67,6.18,C
502,11.01,23.45,A
503,13.9,20.03,C
504,16.06,12.13,C
505,10.3,18.83,C
506,5.9,10.05,C
507,2.76,14.24,B
508,10.71,-1.69,C
509,54.51,16.85,B
510,4.88,11.73,C
511,-1.78,15.55,C
512,16.7,9.39,A
513,-4.21,-4.58,C
514,12.34,10.54,B
515,9.64,14.73,C
516,26.12,11.48,B
517,7.77,14.26,A
518,28.28,13.38,C
519,16.38,-13.71,A
520,15.71,8.3,B
521,28.37,16.56,C
522,6.93,3.31,C
523,12.95,21.19,A
524,9.54,-3.91,A
525,9.26,8.63,B
526,-2.5,7.32,C
527,32.52,4.3,C
528,3.77,3.06,B
529,2.31,15.53,A
530,28.4,5.89,A
531,4.85,5.68,A
532,30.21,-1.87,B
533,-4.12,4.31,B
534,10.27,2.21,B
535,9.49,17.45,B
536,10.58,9.63,C
537,30.33,19.37,B
538,-8.57,11.73,A
539,14.63,30.11,B
540,-0.34,11.84,A
541,4.02,-2.32,B
542,4.84,-7.63,B
543,21.63,23.09,C
544,5.2,20.37,B
545,16.44,15.16,C
546,8.67,18.49,B
547,14.22,17.12,C
548,8.82,23.53,B
549,32.71,25.61,A
550,10.27,11.67,B
551,-1.59,1.27,A
552,0.46,17.09,C
553,3.95,10.29,A
554,16.95,23.12,B
555,7.96,13.95,B
556,21.0,18.07,A
557,17.11,3.44,B
558,13.91,4.86,C
559,21.89,17.86,B
560,17.97,11.11,B
561,10.65,15.06,C
562,-14.37,16.67,B
563,0.28,11.24,B
564,2.91,-4.33,C
565,1.87,13.42,B
566,15.76,7.74,C
567,14.19,2.8,A
568,4.29,20.14,A
569,26.98,4.31,B
570,19.39,9.98,A
571,10.99,7.77,C
572,13.83,8.9,B
573,15.48,-9.88,A
574,16.58,3.43,A
575,3.7,22.12,C
576,32.37,13.58,C
577,15.9,-1.24,B
578,3.73,8.81,A
579,6.71,-1.46,C
580,11.23,5.96,B
581,8.86,33.44,A
582,-0.95,-1.53,A
583,14.59,10.3,A
584,17.0,11.12,A
585,-7.5,38.16,A
586,21.09,5.78,A
587,-8.38,16.68,C
588,-0.99,20.25,C
589,17.77,11.84,C
590,14.25,2.36,B
591,28.99,0.87,B
592,12.87,-9.11,B
593,9.65,8.1,A
594,9.34,7.53,C
595,26.21,11.82,B
596,17.22,-0.02,A
597,13.72,22.76,B
598,2.01,0.69,A
599,-1.19,-4.49,A
600,33.02,7.55,B
601,6.64,27.14,C
602,-15.71,21.4,A
603,12.23,1.45,B
604,-0.22,25.08,B
605,12.91,19.87,A
606,5.69,-2.04,C
607,23.55,20.49,A
608,17.27,-0.67,C
609,10.97,26.19,A
610,-14.15,15.47,C
611,12.61,12.5,B
612,4.3,7.3,A
613,5.01,4.96,C
614,-0.84,24.22,B
615,9.63,8.29,C
616,7.09,-12.62,C
617,24.93,24.97,A
618,-9.39,8.85,A
619,22.81,-3.81,C
620,15.89,7.03,B
621,-0.34,4.32,C
622,31.22,13.04,A
623,8.73,10.98,A
624,3.06,31.71,C
625,16.02,-13.9,A
626,9.72,-0.1,C
627,10.58,0.48,B
628,3.17,15.09,A
629,-7.67,17.85,B
630,0.9,21.71,C
631,7.28,14.63,A
632,10.3,8.42,A
633,12.94,5.04,B
634,2.7,22.45,B
635,0.53,32.04,B
636,23.38,14.74,C
637,8.64,16.05,C
638,4.99,12.46,C
639,20.78,1.11,B
640,9.82,2.38,C
641,24.81,17.03,B
642,8.14,3.69,A
643,7.12,22.02,A
644,13.4,0.36,B
645,26.73,3.57,B
646,-6.16,24.89,B
647,9.6,23.24,C
648,7.83,6.28,B
649,0.94,1.05,C
650,18.82,-4.22,A
651,-0.67,-0.16,A
652,9.83,14.56,C
653,16.66,12.54,C
654,-4.31,17.53,B
655,26.37,2.36,B
656,14.01,3.39,A
657,12.87,17.49,B
658,4.72,10.63,C
659,18.48,7.42,B
660,-4.64,8.71,C
661,1.97,4.76,A
662,3.34,3.96,B
663,-2.64,9.35,A
664,17.73,4.24,B
665,5.13,10.55,C
666,22.51,12.56,B
667,9.32,18.48,A
668,8.62,15.9,B
669,-15.0,9.44,A
670,13.36,15.84,A
671,42.84,22.84,C
672,22.16,8.5,B
673,11.11,15.96,B
674,11.57,27.16,C
675,1.35,9.03,B
676,11.33,2.59,C
677,7.9,13.81,B
678,18.94,-0.64,C
679,-15.7,19.54,B
680,15.79,11.87,B
681,-6.09,20.1,A
682,7.58,19.98,C
683,-2.14,9.3,C
684,14.27,11.06,A
685,21.91,12.96,A
686,19.93,9.49,A
687,9.46,13.94,B
688,-15.72,10.57,C
689,0.83,3.2,A
690,-0.95,0.49,C
691,7.6,32.49,C
692,10.25,16.04,A
693,26.05,5.94,C
694,34.61,7.1,A
695,8.57,2.27,B
696,19.6,8.71,A
697,-0.56,24.09,A
698,9.53,14.2,B
699,16.95,1.26,A
700,-5.15,-2.57,B
701,7.37,9.09,A
702,12.41,-3.41,C
703,7.71,7.89,A
704,11.4,14.67,A
705,20.69,17.09,B
706,15.13,3.69,B
707,-0.9,3.61,C
708,-8.26,-10.94,B
709,10.55,22.17,A
710,24.25,16.52,B
711,18.26,5.88,C
712,18.46,13.28,C
713,2.99,30.85,C
714,23.36,8.33,C
715,6.38,15.48,C
716,12.42,5.85,B
717,7.22,18.31,A
718,14.04,-10.45,A
719,19.54,12.72,A
720,8.83,4.28,A
721,2.15,33.65,B
722,9.95,6.44,A
723,19.62,20.22,B
724,35.05,16.93,B
725,10.45,0.75,C
726,8.71,16.25,B
727,12.24,4.15,C
728,14.11,11.09,C
729,4.76,25.24,A
730,14.34,-0.43,C
731,26.77,6.08,A
732,29.89,14.43,A
733,8.25,30.42,A
734,14.22,7.77,B
735,10.16,7.32,A
736,10.55,10.3,A
737,22.43,-4.68,A
738,26.34,13.54,C
739,9.64,8.4,A
740,16.79,22.71,A
741,-6.74,27.54,A
742,24.25,9.21,B
743,10.77,34.28,C
744,9.57,-11.29,A
745,-4.81,3.57,A
746,5.92,10.28,A
747,13.27,10.12,C
748,12.49,15.69,B
749,-0.02,6.31,C
750,24.34,13.93,A
751,-4.43,6.52,C
752,-9.73,13.06,A
753,2.75,-10.01,A
754,10.81,-6.63,C
755,6.71,13.64,C
756,8.89,11.32,C
757,20.56,1.67,A
758,9.12,10.16,A
759,18.39,2.21,B
760,5.62,15.37,A
761,17.06,-18.65,B
762,13.86,29.22,A
763,18.92,8.29,A
764,17.49,0.59,A
765,18.46,14.75,C
766,20.94,-1.11,A
767,-7.41,16.3,C
768,-5.72,0.02,A
769,16.87,15.78,A
770,-8.08,15.8,C
771,16.35,13.72,B
772,6.53,22.36,B
773,0.4,1.63,B
774,-1.98,7.37,B
775,12.5,11.3,B
776,14.59,7.86,C
777,11.39,8.91,A
778,13.29,15.95,B
779,1.59,4.34,A
780,15.74,6.55,A
781,12.01,13.13,A
782,2.88,9.24,A
783,12.99,16.01,C
784,12.91,4.42,C
785,24.58,1.88,B
786,7.81,12.23,A
787,0.42,14.25,C
788,13.54,24.51,B
789,-1.08,-1.5,A
790,11.4,22.44,C
791,34.04,-4.39,C
792,19.08,9.03,A
793,18.02,18.02,A
794,-3.4,0.59,B
795,11.95,-5.64,C
796,21.12,20.27,C
797,21.01,21.0,C
798,15.3,-0.4,C
799,6.57,-17.66,C
800,9.2,15.75,A
801,25.81,-4.14,B
802,13.83,5.33,A
803,20.35,1.37,C
804,-2.43,25.84,C
805,20.56,8.24,B
806,14.96,17.29,B
807,13.9,17.35,B
808,19.15,3.9,B
809,1.51,13.65,B
810,11.52,-0.79,B
811,13.2,7.3,C
812,11.92,23.91,A
813,7.16,-8.82,B
814,10.79,33.31,C
815,19.48,26.87,C
816,2.72,24.28,B
817,-0.03,18.54,A
818,15.09,13.1,A
819,10.5,9.74,B
820,18.84,1.64,C
821,7.99,-3.45,B
822,17.32,-0.43,C
823,-5.42,23.17,A
824,-5.41,8.82,B
825,8.52,17.16,A
826,11.16,12.63,C
827,9.35,-2.43,B
828,5.95,8.61,A
829,-9.53,0.5,B
830,7.32,-3.8,C
831,15.72,4.32,A
832,27.8,19.46,C
833,6.13,1.5,B
834,8.49,7.38,A
835,17.31,16.43,A
836,21.57,3.83,C
837,38.06,14.3,A
838,-0.24,8.8,C
839,2.35,17.36,A
840,17.9,15.85,A
841,5.65,26.02,C
842,31.09,-3.83,B
843,10.23,15.86,A
844,17.88,14.64,B
845,5.73,13.85,A
846,30.62,14.18,B
847,-17.15,2.79,C
848,26.42,-16.8,A
849,18.74,10.08,A
850,-6.31,4.25,A
851,6.8,3.69,C
852,4.83,3.85,A
853,15.37,-1.61,A
854,6.75,3.0,A
855,9.92,25.8,C
856,21.91,18.65,C
857,13.22,9.2,C
858,8.09,4.23,C
859,18.17,11.59,A
860,-8.88,12.19,B
861,20.18,3.43,B
862,13.87,13.68,C
863,-10.86,30.05,B
864,8.29,19.59,C
865,-4.53,4.31,B
866,8.47,30.96,A
867,2.36,27.13,A
868,21.93,9.36,B
869,26.59,9.74,B
870,8.02,18.11,B
871,5.16,10.66,A
872,12.62,28.07,A
873,13.0,19.92,A
874,14.01,34.72,A
875,19.43,-8.18,C
876,-5.53,32.81,B
877,30.36,-4.76,B
878,23.48,34.97,C
879,6.05,-5.7,C
880,11.38,20.88,C
881,24.95,8.15,B
882,-8.48,0.73,A
883,16.21,-10.06,C
884,26.99,5.14,A
885,0.91,10.97,A
886,-10.75,0.87,C
887,19.22,16.56,C
888,28.85,1.17,A
889,19.7,8.59,C
890,9.46,11.03,B
891,5.38,7.59,C
892,5.1,14.12,B
893,-1.7,11.55,A
894,-7.69,9.29,C
895,27.59,33.18,B
896,6.97,2.73,C
897,29.15,14.64,C
898,34.12,6.78,C
899,14.7,38.61,B
900,-11.47,10.13,C
901,-14.9,-6.67,A
902,-4.47,15.79,C
903,12.39,7.11,A
904,6.02,7.96,A
905,-2.65,25.72,C
906,2.96,3.3,A
907,1.42,11.34,C
908,18.0,24.01,B
909,15.13,8.98,C
910,6.22,14.32,A
911,8.16,17.2,B
912,17.98,28.99,A
913,16.65,12.22,A
914,1.61,2.61,B
915,9.16,2.86,A
916,16.4,1.51,B
917,7.21,-3.58,C
918,0.1,16.22,A
919,15.73,-7.02,A
920,6.93,4.11,B
921,7.43,2.55,C
922,9.87,6.75,C
923,7.65,11.86,B
924,25.49,-2.9,B
925,5.75,11.88,C
926,5.36,13.74,A
927,14.29,0.15,B
928,-2.78,9.78,B
929,30.3,1.81,B
930,19.01,16.99,B
931,3.77,2.33,C
932,10.57,13.29,C
933,20.09,10.3,B
934,0.48,6.87,B
935,26.75,16.04,C
936,11.22,30.56,C
937,-7.7,-9.65,C
938,1.83,27.1,C
939,12.46,17.53,A
940,-5.91,11.42,C
941,11.87,13.78,C
942,-1.81,16.04,B
943,3.45,8.88,A
944,11.3,4.89,A
945,23.55,1.69,A
946,10.82,10.39,A
947,24.88,5.27,A
948,17.17,9.44,A
949,9.29,2.35,B
950,21.87,8.76,A
951,15.45,-7.28,A
952,22.18,9.7,B
953,18.82,-1.01,B
954,4.36,29.02,A
955,24.39,16.0,B
956,-1.23,6.45,A
957,15.48,3.36,A
958,32.8,17.31,A
959,-6.37,3.42,C
960,24.36,0.06,B
961,-6.18,8.44,C
962,16.34,10.23,A
963,-8.2,5.97,A
964,12.01,15.04,A
965,22.62,16.46,A
966,-12.62,6.79,C
967,-3.42,25.06,B
968,20.11,-6.67,C
969,23.8,15.49,B
970,10.44,-0.29,C
971,16.74,0.71,B
972,0.91,21.64,B
973,10.56,8.23,B
974,8.5,3.61,A
975,16.32,9.59,A
976,4.8,11.2,B
977,22.24,4.08,B
978,11.51,24.57,B
979,-3.92,-3.93,A
980,14.37,8.92,C
981,26.29,23.55,B
982,-0.56,-7.11,B
983,16.47,26.01,C
984,1.96,10.29,B
985,4.8,11.56,A
986,9.06,-2.62,C
987,5.7,5.84,C
988,2.18,25.39,C
989,10.86,-2.21,C
990,-1.31,18.01,B
991,4.01,4.12,B
992,23.33,-2.79,C
993,12.02,-13.51,B
994,1.64,17.3,A
995,13.21,20.52,B
996,14.24,16.92,A
997,5.89,10.55,B
998,13.28,10.27,C
999,-6.69,0.52,A
1000,10.95,32.86,B
1001,8.33,11.74,B
1002,2.84,0.8,B
1003,10.75,12.12,C
1004,19.36,8.34,A
1005,20.25,14.92,B
1006,3.57,15.1,B
1007,22.14,14.15,C
1008,0.16,-0.73,C
1009,5.17,-1.12,C
1010,10.4,-8.39,B
1011,25.92,11.4,A
1012,9.12,-6.68,A
1013,15.78,24.46,C
1014,4.12,-1.38,B
1015,20.87,7.63,C
1016,4.41,9.72,B
1017,18.05,8.55,A
1018,10.68,7.3,C
1019,25.74,22.67,A
1020,5.68,28.09,B
1021,27.82,-8.52,A
1022,5.97,17.44,A
1023,11.37,14.08,C
1024,3.94,16.96,B
1025,6.48,12.38,C
1026,13.94,0.19,C
1027,-8.4,9.5,B
1028,16.83,22.07,A
1029,20.42,6.54,A
1030,30.88,14.92,A
1031,8.44,22.38,C
1032,11.88,21.98,C
1033,12.18,14.82,B
1034,29.95,25.03,B
1035,26.69,9.25,A
1036,5.9,9.92,B
1037,6.2,7.4,A
1038,14.62,-3.94,C
1039,15.1,28.96,B
1040,5.29,-3.48,A
1041,3.86,10.82,C
1042,19.56,12.16,B
1043,12.55,8.49,A
1044,8.56,9.79,B
1045,6.45,10.41,C
1046,-0.21,19.84,B
1047,17.34,3.5,C
1048,27.06,20.3,C
1049,6.2,11.3,A
1050,11.97,10.91,A
1051,-1.96,26.67,A
1052,1.87,-13.46,B
1053,12.63,21.03,B
1054,14.49,-11.21,B
1055,6.86,-0.79,A
1056,1.88,14.83,B
1057,19.25,34.04,A
1058,17.25,15.4,B
1059,2.23,0.96,A
1060,7.82,19.91,B
1061,19.16,3.61,A
1062,15.93,6.41,A
1063,19.05,-7.35,A
1064,3.2,9.06,B
1065,-5.82,18.09,A
1066,10.02,5.54,C
1067,10.54,15.19,A
1068,2.1,17.93,B
1069,18.75,5.12,C
1070,19.96,15.72,A
1071,2.73,14.95,A
1072,14.71,2.64,A
1073,9.01,8.34,B
1074,8.74,19.26,C
1075,3.86,17.84,C
1076,3.15,18.4,A
1077,15.97,-0.77,A
1078,-5.01,11.36,A
1079,-4.77,12.42,C
1080,-0.85,2.39,C
1081,-3.21,-1.57,A
1082,-1.2,5.36,B
1083,5.33,-0.95,C
1084,-2.1,8.63,C
1085,9.81,1.82,A
1086,6.56,17.69,B
1087,13.3,26.6,C
1088,7.78,15.09,A
1089,5.29,-10.23,B
1090,0.91,18.01,C
1091,19.33,7.85,B
1092,7.88,3.99,B
1093,24.0,16.5,B
1094,33.4,9.74,A
1095,18.85,6.6,A
1096,6.45,8.07,B
1097,4.74,-3.03,C
1098,14.41,12.61,B
1099,7.72,24.26,B
1100,11.53,14.52,B
1101,15.87,4.35,B
1102,-0.23,15.25,A
1103,-3.92,-4.58,C
1104,9.01,16.68,C
1105,20.55,8.03,C
1106,14.1,7.04,C
1107,6.36,10.14,B
1108,7.3,6.56,B
1109,-0.53,33.04,A
1110,1.36,-7.48,B
1111,12.05,5.74,B
1112,24.6,23.72,C
1113,13.49,2.13,C
1114,10.94,19.73,C
1115,19.17,15.33,A
1116,19.44,13.67,C
1117,30.63,11.79,B
1118,5.2,6.9,C
1119,12.34,-0.57,C
1120,10.75,16.19,C
1121,12.6,17.69,A
1122,12.17,16.53,C
1123,2.95,0.37,A
1124,24.08,0.41,A
